customer_id,recency,frequency,total_revenue,customer_segment
987691770768938785,236,1,816.1,Cliente Perdido
2981325201816358942,1,1,811.96,Cliente Activo
4932662498284478415,337,1,807.93,Cliente Perdido
4655715907193364487,186,1,807.44,Cliente Perdido
4671049020900082348,46,3,805.57999999999993,Cliente Activo
0199390506505564850,124,1,805.1,Cliente Perdido
7066946419396410808,237,2,803.4,Cliente Perdido
4677742971872821654,193,1,802.7,Cliente Perdido
5614933090112217012,8,1,798.08,Cliente Activo
3882155860208938967,76,2,797.17,Cliente en Riesgo
3905349665021270549,169,2,796.46,Cliente Perdido
5887797695052226909,348,1,795.72,Cliente Perdido
986279637934068597,327,1,794.61,Cliente Perdido
6296763059019207281,41,1,793.65,Cliente Activo
8657427332734176422,6,6,793.46,Cliente Leal
7871426202983789446,321,2,788.16000000000008,Cliente Perdido
1295521698300236570,278,3,786.47,Cliente Perdido
8441639142548296911,270,4,782.71,Cliente Perdido
2570270404850350503,95,1,782.52,Cliente en Riesgo
071298010648822329,314,3,780.49,Cliente Perdido
9535515835082372493,174,1,778.59,Cliente Perdido
6180179196714828509,355,1,777.29,Cliente Perdido
4146222468180363567,6,1,775.63,Cliente Activo
6592883580168014282,104,3,774.40000000000009,Cliente en Riesgo
4310266508515206393,46,1,774.4,Cliente Activo
4053729275950379466,81,3,771.55,Cliente en Riesgo
1665883834078021725,245,1,767.64,Cliente Perdido
6562342675160454835,316,1,766.14,Cliente Perdido
3826933837621771483,209,2,764.31,Cliente Perdido
6777096292963112230,163,2,764.06,Cliente Perdido
5517310575892278995,266,2,763.4,Cliente Perdido
3028833598226517640,68,3,763.2,Cliente en Riesgo
3894103929344760120,50,1,760.74,Cliente Activo
0652777252868843895,260,1,759.45,Cliente Perdido
3468690642506593738,257,2,759.28,Cliente Perdido
689078233091142252,132,1,756.84,Cliente Perdido
4866154016388549666,224,1,754.3,Cliente Perdido
850330815735906734,96,1,751.93,Cliente en Riesgo
0339607919256111349,48,1,751.08,Cliente Activo
6293119927870184850,354,1,748.27,Cliente Perdido
1676917972388479950,288,1,746.85,Cliente Perdido
5323620141964404346,78,1,745.48,Cliente en Riesgo
1675171647898452800,12,2,743.92000000000007,Cliente Leal
8444725132150789814,231,1,742.48,Cliente Perdido
0147601968852145702,302,2,742.38000000000011,Cliente Perdido
4362809979067745350,299,3,739.36,Cliente Perdido
4352760646905266733,26,2,738.1400000000001,Cliente Leal
8897693184289698556,277,1,736.16,Cliente Perdido
2900222956132620286,281,2,735.95,Cliente Perdido
9170450146722277059,81,1,735.12,Cliente en Riesgo
8359659445596139520,256,1,733.2,Cliente Perdido
8885298272066714457,321,1,731.82,Cliente Perdido
68437640696494161,230,1,730.65,Cliente Perdido
8889736070492596057,180,1,729.3,Cliente Perdido
6482578323423752011,259,1,729.2,Cliente Perdido
8489866858804913505,274,1,728.88,Cliente Perdido
0053544367470918772,238,1,728.38,Cliente Perdido
1500993811020181335,132,1,727.92,Cliente Perdido
5729167288225910625,327,2,727.38,Cliente Perdido
7548511681521037018,69,3,725.84,Cliente en Riesgo
481095003060297640,145,1,724.82,Cliente Perdido
4070877498378566349,106,1,724.3,Cliente en Riesgo
3568334692659354873,138,1,723.3,Cliente Perdido
4959410280892365122,71,3,722.86,Cliente en Riesgo
6814131569143407041,57,1,722.58,Cliente Activo
3915384889161784454,317,3,719.70999999999992,Cliente Perdido
5054967838682156421,68,2,718.45,Cliente en Riesgo
1434841168498009838,292,1,709.9,Cliente Perdido
4988517937139937145,12,5,709.73,Cliente Leal
7675869407000236910,158,1,709.28,Cliente Perdido
1708063999877429517,75,4,708.62,Cliente en Riesgo
5712192985842423649,348,1,708.03,Cliente Perdido
3739478431097008625,294,1,707.0,Cliente Perdido
2996218243014661996,33,1,705.8,Cliente Activo
0432606793105704004,189,1,705.8,Cliente Perdido
7436604361557442905,236,1,705.78,Cliente Perdido
5037208788065339806,193,2,703.74,Cliente Perdido
4297151124311422842,293,4,703.1,Cliente Perdido
2430938506817988626,236,1,703.0,Cliente Perdido
3152246617474456269,333,2,701.61,Cliente Perdido
8821259122819000444,349,1,701.39,Cliente Perdido
7308095176976751222,35,2,700.64,Cliente Activo
1889119833894765206,117,1,700.6,Cliente en Riesgo
743123551680199202,340,2,700.4,Cliente Perdido
5720584332217047483,90,2,700.22,Cliente en Riesgo
3499571954427096935,181,2,699.0,Cliente Perdido
2948749367479986443,343,1,697.42,Cliente Perdido
0389986037860676472,123,1,692.81,Cliente Perdido
3296839339658161126,326,1,688.47,Cliente Perdido
1878787981465510145,124,1,686.2,Cliente Perdido
3033366073043100694,302,4,686.14,Cliente Perdido
3847010446682215352,47,1,685.66,Cliente Activo
4213215348568298607,302,1,685.6,Cliente Perdido
3210463637705719275,337,1,682.51,Cliente Perdido
9972043774359472649,335,1,680.22,Cliente Perdido
199097744636621972,196,1,680.05,Cliente Perdido
5263059809967138936,116,4,679.5,Cliente en Riesgo
3955127543379144640,92,2,678.84999999999991,Cliente en Riesgo
910504852442385120,49,3,674.79,Cliente Activo
6213994431207095726,210,1,671.8,Cliente Perdido
5810770256591004737,169,3,671.53,Cliente Perdido
2630626637929580327,269,2,668.29000000000008,Cliente Perdido
2353966916541086672,300,1,666.45,Cliente Perdido
943037327921712050,341,1,662.03,Cliente Perdido
1762309596636885789,50,1,659.52,Cliente Activo
2864376493455301677,91,3,659.39,Cliente en Riesgo
626672651895030919,232,2,655.34,Cliente Perdido
665690697485420563,302,1,655.1,Cliente Perdido
2039413873699191010,261,1,654.1,Cliente Perdido
5913351362250522347,319,1,654.0,Cliente Perdido
1894617860778311526,50,1,653.23,Cliente Activo
8345665415010586104,109,1,652.5,Cliente en Riesgo
9936682614369895259,344,3,651.87,Cliente Perdido
1449902026609269877,340,1,651.62,Cliente Perdido
0617283905493277793,119,2,649.14,Cliente en Riesgo
9275740735751035515,159,1,647.9,Cliente Perdido
6130248785422352959,141,1,646.13,Cliente Perdido
8986419064533048234,249,2,645.56999999999994,Cliente Perdido
2571951630476198714,341,2,643.42000000000007,Cliente Perdido
7273056780415192375,48,1,641.75,Cliente Activo
9705228674184876468,58,1,641.0,Cliente Activo
4376369621294658596,21,1,640.16,Cliente Activo
1691262461712944619,244,4,635.93,Cliente Perdido
2141731581139824096,272,1,634.8,Cliente Perdido
4140559214164857738,6,4,632.65,Cliente Leal
4219302359703604380,238,1,631.75,Cliente Perdido
4704759198904427269,62,2,631.53,Cliente en Riesgo
2109062345105733251,327,1,628.76,Cliente Perdido
5480664730921696819,172,1,628.0,Cliente Perdido
0068590151265795437,133,1,627.75,Cliente Perdido
666582393118140484,307,2,626.77,Cliente Perdido
3069763522016521582,287,1,625.31,Cliente Perdido
2349461252171876066,106,2,621.45,Cliente en Riesgo
6495428628706870090,172,1,620.7,Cliente Perdido
7258292850581755504,139,1,620.3,Cliente Perdido
0604314853571328266,6,1,620.15,Cliente Activo
169337349809177349,26,1,619.55,Cliente Activo
4218367025544931420,1,1,618.5,Cliente Activo
4744094275180680614,266,1,616.85,Cliente Perdido
9340462929584208347,174,1,616.5,Cliente Perdido
376544334500131710,338,1,614.51,Cliente Perdido
2025573844272512720,304,1,614.2,Cliente Perdido
364162594599982277,166,1,613.6,Cliente Perdido
9110454426797065694,63,1,612.85,Cliente en Riesgo
9710480501909231921,209,3,612.81999999999994,Cliente Perdido
6165745649694489775,190,2,612.67,Cliente Perdido
3296760629290615445,1,1,612.55,Cliente Activo
5087617268001908286,266,1,611.99,Cliente Perdido
4180788491858098466,132,1,611.15,Cliente Perdido
3182046558551540109,309,2,610.95,Cliente Perdido
8092136662808852323,179,2,610.2,Cliente Perdido
596895434219823695,340,3,609.39,Cliente Perdido
253776212101014141,148,1,608.87,Cliente Perdido
2357073894289283929,291,1,607.0,Cliente Perdido
0211986650009953276,209,1,606.95,Cliente Perdido
9417971731855271040,92,2,604.42000000000007,Cliente en Riesgo
5215840735346366486,4,4,603.56999999999994,Cliente Leal
8912902059525758308,27,1,603.4,Cliente Activo
7168226225550508027,187,1,602.91,Cliente Perdido
9501779440932333497,46,1,602.84,Cliente Activo
0928427495961753778,238,1,602.65,Cliente Perdido
2195063960372896546,354,2,601.22,Cliente Perdido
3274741740426447449,256,1,600.5,Cliente Perdido
5343854079752182770,183,2,598.88,Cliente Perdido
0634506282991036601,91,1,597.25,Cliente en Riesgo
3287424336851494398,91,6,596.2,Cliente en Riesgo
2530994471612598919,278,2,596.17,Cliente Perdido
4974690847354957751,81,1,593.84,Cliente en Riesgo
4544075373074742738,158,1,593.68,Cliente Perdido
817007348095653854,309,1,593.62,Cliente Perdido
292453978388693769,47,1,592.58,Cliente Activo
1139019058919826253,57,2,591.6,Cliente Activo
9946129061582785641,242,2,591.6,Cliente Perdido
9858678631293882543,265,1,591.27,Cliente Perdido
7625863147445975419,238,2,589.85,Cliente Perdido
2967664827442283571,110,1,588.2,Cliente en Riesgo
9746124619174084370,15,2,587.3,Cliente Leal
7535069229429628764,110,3,586.25,Cliente en Riesgo
5224582846346969715,130,2,585.69,Cliente Perdido
3981643507118895427,180,2,581.15,Cliente Perdido
7420300501523012460,0,2,580.11,Cliente Leal
8624286382144579831,356,1,579.8,Cliente Perdido
9259412484953197672,172,1,576.84,Cliente Perdido
8106330885742872677,341,1,576.66,Cliente Perdido
5041110715755196949,57,3,576.61,Cliente Activo
2144335436738770147,1,1,575.5,Cliente Activo
3114573633240274987,195,1,574.03,Cliente Perdido
5881420815591584294,148,2,572.85,Cliente Perdido
1646747992905805330,119,3,571.72,Cliente en Riesgo
2920116282116200226,340,1,571.18,Cliente Perdido
7849560023703448121,274,1,570.22,Cliente Perdido
2533003348216867648,42,1,570.16,Cliente Activo
9236502013498900724,121,2,570.03,Cliente Perdido
3857043812510146001,40,6,568.71,Cliente Activo
8517640021399044163,147,1,568.45,Cliente Perdido
2751071784203497950,183,2,568.44,Cliente Perdido
7782965489086957079,21,2,568.09999999999991,Cliente Leal
1774756696067199606,205,1,567.85,Cliente Perdido
5179586107192059934,200,1,565.25,Cliente Perdido
4662582475416192396,155,1,563.8,Cliente Perdido
057693500927581077,10,1,563.5,Cliente Activo
8883600023735279403,225,2,561.18999999999994,Cliente Perdido
3095756132882918441,336,2,559.3,Cliente Perdido
8482358096465271237,77,3,559.15,Cliente en Riesgo
5513331212846933396,355,1,558.61,Cliente Perdido
2555463819232482214,316,1,557.0,Cliente Perdido
3742332932978201442,63,1,555.6,Cliente en Riesgo
7701571111733834937,6,1,555.2,Cliente Activo
4884778281436388667,246,1,555.0,Cliente Perdido
9702922854313747953,117,2,552.2,Cliente en Riesgo
2969418676126258798,4,1,552.05,Cliente Activo
9784853758319873850,15,2,551.27,Cliente Leal
1541266830764459196,112,2,550.79,Cliente en Riesgo
5689475961693395998,305,3,550.64,Cliente Perdido
569356915734606916,245,1,550.0,Cliente Perdido
902509741321071642,105,1,548.18,Cliente en Riesgo
3753158727494093380,82,2,547.28,Cliente en Riesgo
4298610228737693968,228,2,545.79,Cliente Perdido
4542156974297902351,361,1,543.98,Cliente Perdido
5253470416041507964,208,1,543.8,Cliente Perdido
3676060292760160435,335,1,542.11,Cliente Perdido
8885051388942907862,333,3,539.79,Cliente Perdido
3818637526754889697,278,5,539.37,Cliente Perdido
7141351826392674237,238,1,539.1,Cliente Perdido
3499601290584440755,117,2,538.63,Cliente en Riesgo
0175318834283875506,168,2,538.6,Cliente Perdido
5574984436191734530,326,2,537.98,Cliente Perdido
9530536315613357862,6,3,536.92,Cliente Leal
9236937732573035200,131,1,536.55,Cliente Perdido
3976777755892990824,256,2,536.01,Cliente Perdido
515770511624914543,83,2,535.22,Cliente en Riesgo
